S.No.,HSCode,Commodity,2020-2021,%Share,2021-2022,%Share,%Growth
2468,29336990,OTHER CMPND CNTNG AN UNFUSED TRIAZINE RING(W/N HYDRGNTD) IN STRUCTURE,149.22,0.0378,141.2,0.023,-5.37
2469,29337100,6-HEXANELACTAM (EPSILON-CAPROLACTAM),75.39,0.0191,126.93,0.0207,68.37
2470,29337200,CLOBAZAM (INN) AND METHYPRYLDN (INN),1.54,0.0004,1.52,0.0002,-1.49
2471,29337910,N-METHYL-2-PYRROLIDONE,7.27,0.0018,10.12,0.0017,39.14
2472,29337920,N-ETHYL-2-PYRROLIDONE,1.08,0.0003,0.84,0.0001,-22.08
2473,29337990,OTHER,34.08,0.0086,27.48,0.0045,-19.35
2474,29339100,"ALPRA ZOLAM, CAMAZEPAM AND OTHER CMPNDS OF ZEPAM, SALTS THEREOF",1.57,0.0004,1.55,0.0003,-1.36
2475,29339200,AZINPHOS-METHYL (ISO),0.03,0,,,
2476,29339910,LMIDAZO PYRIDINE METHYL AMINE,11.37,0.0029,16.2,0.0026,42.44
2477,29339990,OTHER,816.56,0.207,"1,070.86",0.1747,31.14
2478,29341000,CMPNDS CNTNG AN UNFUSED THIAZOLE RING (W/N HYDROGENATED ) IN THE STRUCTURE,70.32,0.0178,65.07,0.0106,-7.46
2479,29342000,CMPNDS CNTNG A BENZOTHIAZONE RING-SYSTEM (W/N HYDRGNTD) NT FRTHR FUSED,23.16,0.0059,29.15,0.0048,25.89
2480,29343000,CMPNDS CNTNG A PHENOTHIAZINE RING-SYSTEM (W/N HYDRGNTD ) NT FRTHR FUSED,3.37,0.0009,3.79,0.0006,12.26
2481,29349100,"AMINOREX, BROTIZOLAM AND OTHER LIKE CMPNDS, SALTS THEREOF",0.43,0.0001,0.01,0,-97.41
2482,29349910,CHIARO THIOPHENE-2-CARBOXYL IC ACID,2.64,0.0007,4.72,0.0008,79.02
2483,29349920,MORPHOLINE,9.11,0.0023,10.29,0.0017,13.01
2484,29349990,OTHER,608.04,0.1542,"1,003.24",0.1636,65
2485,29351000,N-METHYLPERFLUOROOCTANE SULPHONAMIDE,0.37,0.0001,0,0,-99.95
2486,29352000,N-ETHYLPERFLUOROOCTANE SULPHONAMIDE,0,0,,,
2487,29355000,OTHER PERFLUOROOCTANE SULPHONAMIDES,0.2,0,0.03,0,-83.21
2488,29359011,SULPHAMETHOXAZOLE,0.14,0,0.23,0,67.98
2489,29359012,SULPHAFURAZOLE,,,0,0,
2490,29359013,SULPHADIAZINE,2.49,0.0006,2.35,0.0004,-5.6
2491,29359014,SULPHADIMIDINE,2.53,0.0006,3.16,0.0005,25.15
2492,29359015,SULPHACETAMIDE,0,0,,,
2493,29359024,SULPHAMIDE,5.44,0.0014,3.32,0.0005,-38.99
2494,29359090,OTHER,54.96,0.0139,69.62,0.0114,26.67
2495,29362100,VITAMINS A AND THEIR DERIVATIVES,18.43,0.0047,24.8,0.004,34.52
2496,29362210,"VITAMIN B1I(THIAMINE, ANEURINE) AND ITS SALT",14.34,0.0036,20,0.0033,39.45
2497,29362290,OTHER VITAMIN B1I AND ITS DRIVATIVES,4.16,0.0011,2.71,0.0004,-34.81
2498,29362310,"VITAMIN B2 (RIBOFLAVIN, LACTOPLAVIN) AND ITS SALTS",10.58,0.0027,11.86,0.0019,12.15
2499,29362390,OTHER VITAMIN B2 AND ITS DERIVATIVES,0.3,0.0001,0.16,0,-46.65
2500,29362400,D-OR DL-PANTOTHENIC ACID (VITAMIN B5) AND ITS DERIVATIVES,14.62,0.0037,14.23,0.0023,-2.68
2501,29362500,VITAMIN B6 AND ITS DRVTS,8.87,0.0022,9.86,0.0016,11.15
2502,29362610,VITAMIN B12 (CYNOCOBALAMIN),29.01,0.0074,31.58,0.0052,8.86
2503,29362690,OTHER VITAMIN B12 AND ITS DERIVATIVES,6.65,0.0017,3.55,0.0006,-46.72
2504,29362700,VITAMIN C (ASCORBIC ACID) AND ITS DRVTVS,42.64,0.0108,29.93,0.0049,-29.79
2505,29362800,VITAMIN E AND ITS DERIVATIVES,16.69,0.0042,25.53,0.0042,52.97
2506,29362910,FOLIC ACID (VITAMIN B9),5.45,0.0014,4.82,0.0008,-11.53
2507,29362920,NCTNC ACID AND NCTNMD(NIACINAMIDE/NIACINE,1.88,0.0005,1.97,0.0003,4.93
2508,29362930,VITAMIN K (MENAPHTHONUM B.P.),1.76,0.0004,2.65,0.0004,50.81
2509,29362940,VITAMIN D,6.87,0.0017,10.68,0.0017,55.6
2510,29362950,VITAMIN H (BI0LIN),4,0.001,2.83,0.0005,-29.12
2511,29362990,OTHER VITAMINS AND THR DRVTVS,14.42,0.0037,10.04,0.0016,-30.36
2512,29369000,"OTHER, INCL. NATURAL CONCENTRTS",6.27,0.0016,3.33,0.0005,-46.93
2513,29371100,"SOMATOTROPIN, ITS DRVTVSAND STRCTL ANALOGVES",1.16,0.0003,0.56,0.0001,-51.79
2514,29371200,INSULIN AND ITS SALTS,24.55,0.0062,32.35,0.0053,31.74
2515,29371900,OTHER POLYPEPTIDE HORMONES THR DTVTVS AND STRCTL ANLGES,16.48,0.0042,29.62,0.0048,79.73
2516,29372100,"CORTISONE,HYDROCORTISONE,PREDNISONE (DEHY-DROCORTISONE)AND FREDNISOLONE AND PRDNSLN(DEHYDROHYDROCORTISONE)",34.27,0.0087,30.53,0.005,-10.91
2517,29372200,HALGNTD DRVTVS OF CORTI COSTEROIDAL,22.49,0.0057,23.44,0.0038,4.23
2518,29372300,OESTROGENS AND PROGESTOGENS,56.09,0.0142,47.23,0.0077,-15.79
2519,29372900,OTHR STEROIDAL HORMONS THR DRVTVS AND STRCTL ANLGES,80.73,0.0205,96.94,0.0158,20.08
2520,29375000,"PROSTAGLANDINS, TIROMBOXAMESAND LEUKOTRIENESTHR DRVTVS AND STRCLT ANLGES",3.13,0.0008,5.42,0.0009,73.2
2521,29379011,EPINETHRINE,0.01,0,0.03,0,344
2522,29379019,OTHER,3.14,0.0008,4.54,0.0007,44.7
2523,29379020,AMINO-ACID DERIVATIVES,0.83,0.0002,0.87,0.0001,4.9
2524,29379090,OTHER,51.49,0.0131,66.09,0.0108,28.36
2525,29381000,RUTOSIDE (RUTIN) AND ITS DERIVATIVES,1.39,0.0004,6.33,0.001,355.55
2526,29389010,DIGOXIN,0.32,0.0001,0.04,0,-88.79
2527,29389020,DIGITALIS GLYCOSIDES,0.04,0,0,0,-97.44
2528,29389090,OTHER GLYCOSIDES NTRL/RPRDCD BY SYNTHSIS ANDTHR SLTS ETHRS DRVTVS,70.06,0.0178,56.44,0.0092,-19.45
2529,29391100,"CONCENTRATES OF POPPY STRAW CMPNDS OF MORPHIN, CODEINE, CODONE, THE BAINE, SALTS THEREOF",17.21,0.0044,21.37,0.0035,24.14
2530,29391900,"OTHER ALKALOIDS OF OPIUM ANDTHR DRVTVS,SALTS",7.28,0.0018,9.79,0.0016,34.49
2531,29392010,QUININE ALKALOIDS,0.13,0,0.2,0,49.78
2532,29392020,QUININE HYDROCHLORIDE,0,0,0.01,0,647.37
2533,29392030,QUININE SULPHATE,2.55,0.0006,1.14,0.0002,-55.1
2534,29392040,CHL0R0QUINE PH0SPHATE,0,0,0.98,0.0002,"25,125.64"
2535,29392090,SALTS AND OTHR DRVTVS OF QUININE NES,2.45,0.0006,0.8,0.0001,-67.32
2536,29393000,CAFFEINE AND ITS SALTS,7.24,0.0018,11.5,0.0019,58.76
2537,29394110,*EPHEDRINE ALKALOIDS,0,0,0,0,-93.33
2538,29394120,*EPHEDRINE HYDROCHLORIDE,0,0,0,0,-35.71
2539,29394190,*OTHER EPHEDRINE AND ITS SALTS,0.16,0,0.01,0,-96.51
2540,29394200,PSEUDOEPHEDRINE (INN) AND ITS SALTS (ALKALOIDS OF EPHEDRA AND THEIR DERIVATIVES; SALTS THEIR OF),0.01,0,0,0,-44.26
2541,29394900,OTHER,0.43,0.0001,0.55,0.0001,28.69
2542,29395900,"OTHER THEOPHYLLINE AND AMINOPHYLLINE THR DRVTVS, SALTS",0.78,0.0002,1.07,0.0002,38.32
2543,29396110,ERGOMETRINE,0.03,0,0.05,0,101.59
2544,29396190,OTHER ERGOMETRINE SALTS,0.54,0.0001,1.26,0.0002,134.84
2545,29396210,ERGOTAMINE TARTARATE,0.53,0.0001,1.03,0.0002,95.01
2546,29396900,"OTHER, OF VEGETAL ORIGIN",3.68,0.0009,3.3,0.0005,-10.5
2547,29397100,"*COCAINE, ECGONINE, LEVOMETAMFETAMINE, METAMFETAMINE (INN),METAMFETAMINE RACEMATE; SALTS,ESTERS AND OTH DERIVATIVES THEREOF",,,0,0,
2548,29397910,*NICOTINE,0.19,0,0.16,0,-14.36
2549,29397990,*OTHER,5.92,0.0015,5.85,0.001,-1.08
2550,29398000,OTHER,2.92,0.0007,2.65,0.0004,-9.09
2551,29400000,SUGRS CHMCLY PURE OTHR THN SUCROSE LACTOSEMALTOSE ETC SUGR ETHRS AND SUGRESTRS AND THR SLTS BESIDES HDG NO. 2937,31.55,0.008,92.07,0.015,191.86
2552,29411010,PENICILLINS AND ITS SALTS,126.2,0.032,138.8,0.0226,9.98
2553,29411020,AMPICILLINE AND ITS SALTS,1.61,0.0004,0.7,0.0001,-56.44
2554,29411030,AMOXYCILLINE AND ITS SALTS,26.33,0.0067,19.67,0.0032,-25.3
2555,29411040,CLOXACILLINE AND ITS SALTS,0.15,0,0.38,0.0001,148.52
2556,29411050,6 - APA,169.05,0.0429,208.22,0.034,23.17
2557,29411090,OTHER PENICILLINS AND THR DRVTVS WTH A PENTCILLIANIC ACID STRCTR SLTS THEREOF,120.11,0.0305,112.74,0.0184,-6.13
2558,29412010,STREPTOMYCINS,3.94,0.001,7,0.0011,77.85
2559,29412090,"OTHER STREPTOMYCINE AND DRVTVS, SALTS",4.15,0.0011,5.47,0.0009,31.83
2560,29413010,DOXYCYLIME AND ITS SALTS,26.87,0.0068,41.49,0.0068,54.41
2561,29413020,TETRACYCLINE/OXYTETRA - CYCLINE AND HR SALTS,11.04,0.0028,16.15,0.0026,46.23
2562,29413090,OTHER TETRACYCLINES AND THR DRVTVS SLTS,22.77,0.0058,13.83,0.0023,-39.26
2563,29414000,CHLORAMPHENICOL AND ITS DRVTVS SLTS THEREOF,4.55,0.0012,5.34,0.0009,17.28
2564,29415000,ERTHROMYCIN AND ITS DRVTVS SLTS THEREOF,154.1,0.0391,150.56,0.0246,-2.3
2565,29419011,RIFAMPICIN,27.2,0.0069,34.29,0.0056,26.08
2566,29419013,RIFA OR RIFA S SODIUM (RIFAINT),1.16,0.0003,3.54,0.0006,206.87
2567,29419019,OTHER RIFAMPICIN AND ITS SALTS,88.92,0.0225,100.51,0.0164,13.03
2568,29419020,CEPHALEXIN AND ITS SALTS,17.61,0.0045,15.67,0.0026,-11.02
2569,29419030,CIPROFLOXACINE AND ITS SALTS,9.6,0.0024,10.49,0.0017,9.24
2570,29419040,GENTAMYCIN AND ITS SALTS,7.25,0.0018,8.3,0.0014,14.55
2571,29419050,NEOMYCIN,3.98,0.001,3.58,0.0006,-10.02
2572,29419060,NORFLOXACIN AND ITS SALTS,2.67,0.0007,2.09,0.0003,-21.64
2573,29419090,OTHER ANTIBIOTICS,646.93,0.164,776.48,0.1267,20.03
2574,29420011,CEFADROXIL,3.69,0.0009,3.67,0.0006,-0.6
2575,29420012,IBUPROFANE,25.84,0.0066,17.02,0.0028,-34.14
2576,29420013,NIFEDIPINE,0.26,0.0001,0.46,0.0001,75.53
2577,29420014,RANITIDINE,2.5,0.0006,0.36,0.0001,-85.47
2578,29420015,DANES SALT OF D (-) PHENYL GLYCINE,9.2,0.0023,11.4,0.0019,24.02
2579,29420016,D(-) PARA HYDROXY DANES SALTS,12.9,0.0033,13.69,0.0022,6.15
2580,29420021,TIMOLOL MALEATE,0.14,0,0.37,0.0001,163.71
2581,29420022,TERBUTOLINE SULPHATE,,,,,
2582,29420024,IMIPRAMINE HCL,0,0,0,0,-50
2583,29420025,AMITRYPTYLINE HCL,0,0,0.02,0,425
2584,29420026,CYSTEANUNE HCL,3.8,0.001,4.86,0.0008,28.04
2585,29420027,"ATENOLOL, PROPRONALOL",0.62,0.0002,0.31,0.0001,-49.41
2586,29420032,CIMETIDINE,2.87,0.0007,4.5,0.0007,56.71
2587,29420034,FAMOTIDINE,0.51,0.0001,0.17,0,-66.37
2588,29420090,"OTHER DILOXANIDE FUROATE, CIMETIDINE, FAMOTIDINE NES",447.47,0.1134,445.43,0.0727,-0.46
2589,30012010,LIQUID EXTRACTS OF LIVER,0,0,0.03,0,"2,064.29"
2590,30012020,LIVER EXTRACTS DRY,0.16,0,0.01,0,-92.38
2591,30012030,SNAKE VENOM,0.05,0,0.01,0,-78.19
2592,30012090,OTHR EXTRACTS OF GLANDS OR OTHR ORGANS OR OF THEIR SECRETIONS,0.53,0.0001,1.09,0.0002,105.21
2593,30019010,OTHR SUBSTNCE PREPRD FOR THRUPTIC /PROPHYLACTIC USE OF OF HUMAN ORIGIN,0.31,0.0001,1.4,0.0002,346.58
2594,30019091,HEPARIN AND ITS SALTS,125.6,0.0318,131.16,0.0214,4.43
2595,30019099,"OTHER HEPARIN SALTS; OTHER HUMAN/ANML SUBSTNS FOR THRUPTC/PROPHYLCTC USES, NES",0.6,0.0002,5.22,0.0009,769.79
2596,30021100,*MALARIA DIAGNOSTIC TEST KITS,2.65,0.0007,2.43,0.0004,-8.11
2597,30021210,FOR DIPHTHERIA,0.12,0,0.04,0,-68.36
2598,30021220,FOR TETANUS,1.81,0.0005,1.63,0.0003,-9.74
2599,30021230,FOR RABIES,1.4,0.0004,1.61,0.0003,15.53
2600,30021240,FOR SNAKE VENOM,0.02,0,,,
2601,30021290,OTHER,415.38,0.1053,214.88,0.0351,-48.27
2602,30021310,"*IMMUNOLOGICAL PRODUCTS, UNMIXED, NOT PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE",6.14,0.0016,10.98,0.0018,78.91
2603,30021410,"*IMMUNOLOGICAL PRODUCTS, MIXED, NOT PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE",0.28,0.0001,1.07,0.0002,280.77
2604,30021500,"IMMUNOLOGICAL PRODUCTS, PUT UP IN MEASURED DOSES OR IN FORMS OR PACKINGS FOR RETAIL SALE",171.59,0.0435,272.2,0.0444,58.63
2605,30021900,*OTHER,53.29,0.0135,51.25,0.0084,-3.83
2606,30022011,*VACCINES FOR CHOLERA AND TYPHOID,7.09,0.0018,0,0,-99.97
2607,30022012,*VACCINES FOR HEPATITIS,10.45,0.0026,9.45,0.0015,-9.57
2608,30022013,*VCCNS FOR TETANUS,1.6,0.0004,0.89,0.0001,-43.98
2609,30022014,*VACCINES FOR POLIO,125.23,0.0317,92.91,0.0152,-25.81
2610,30022015,*VACCINES FOR TUBERCULINS(B.C.G.),0,0,,,
2611,30022016,*ANTI RABIES VACCINE,2.53,0.0006,2.52,0.0004,-0.17
2612,30022017,*VACCINE FOR JAPANESE ENCEPHALITIS,8.52,0.0022,,,
2613,30022018,*VACCINES FOR WHOOPING COUGH (PERTUSIS),2.29,0.0006,1.62,0.0003,-29.53
2614,30022019,*OTHER SINGLE VACCINE,115.57,0.0293,212.85,0.0347,84.16
2615,30022021,*MIXED VACCINES FOR DPT-TRIPLE ANTI GEN,19.23,0.0049,12.97,0.0021,-32.54
2616,30022022,*MIXED VACCINES FOR DIPHTHERIA AND TETANUS,0.01,0,,,
2617,30022023,*MIXED VACCINES FOR M.M.R.,0.62,0.0002,0.55,0.0001,-11.95
2618,30022029,*OTHER MIXED VACCINE,61.51,0.0156,24.72,0.004,-59.82
2619,30023000,*VACCINES FOR VETERINARY MADICINE,34.09,0.0086,38.07,0.0062,11.67
2620,30029010,HUMAN BLOOD,8.28,0.0021,9.96,0.0016,20.38
2621,30029020,"ANIMAL BLOOD PREPARED FOR THERAPEUTIC, PROPHYLACTIC OR DIAGNOSTIC USES",49.6,0.0126,58.2,0.0095,17.33
2622,30029030,*CULTURES OF MICRO-ORGANISMS (EXCL YEAST),30.92,0.0078,27.36,0.0045,-11.52
2623,30029040,*TOXINS,0.34,0.0001,0.43,0.0001,24.66
2624,30029090,OTHER,20.36,0.0052,174.45,0.0285,756.74
2625,30031000,"MDCMNTS CNTNG PNCLNS/THR DRVTVS WITH A/PNCLNC ACD STRCTRE,STRPTMCNS/THR DRVTS",0.1,0,0.01,0,-89.05
2626,30032000,"OTHER, CONTAINING ANTIBIOTICS",1.12,0.0003,11.91,0.0019,967.12
2627,30033100,CONTAINING INSULIN,,,,,
2628,30033900,OTHER,12.32,0.0031,66.66,0.0109,441.03
2629,30034300,CONTAINING NOREPHEDRINE OR ITS SALTS,0,0,,,
2630,30034900,OTHER,0.01,0,0.09,0,"1,579.25"
2631,30036000,"OTHER, CONTAINING ANTIMALARIAL ACTIVE PRINCIPLES DESCRIBED IN SUB HEADING NOTE 2 OF CHAPTER 30",,,0,0,
2632,30039011,MEDICANTS OF AYURVEDIC SYSTEM,10.72,0.0027,12.97,0.0021,21.09
2633,30039012,MEDICANTS OF UNANI SYSTEM,0.1,0,,,
2634,30039014,MEDICANTS OF HOMOEOPATHIC SYSTEM,0.23,0.0001,0.25,0,10.95
2635,30039021,MENTHOL CRYSTAL,0.12,0,0.01,0,-95.22
2636,30039022,MLK OF MAGNESIA,0,0,,,
2637,30039031,BOVINE ALBUMIN AND DRUGS OF ANIMAL ORIGIN,0.36,0.0001,0.25,0,-31.44
2638,30039033,CALCIUM SENNOSIDE,0,0,,,
2639,30039034,ANAESTHETIC AGENTS USED IN HUMAN OR VETERINARY MEDICINE OR SURGERY,0.75,0.0002,1.32,0.0002,76.45
2640,30039036,KETAMINE,,,0.13,0,
2641,30039090,OTHER MEDICAMENTS NOT PUT UP IN MEASURED DOSES OR IN PACKING,43.43,0.011,42.53,0.0069,-2.08
2642,30041010,"PENICILLIN IN CAPSULES, INJECTIONS ETC.",0.47,0.0001,0.29,0,-39.48
2643,30041020,"AMPICILLINE IN CAPSULES, INJECTIONS ETC.",0.3,0.0001,0,0,-99.7
2644,30041030,"AMOXYCYLLIN IN CAPSULES, INJECTIONS ETC.",1.32,0.0003,1.49,0.0002,12.62
2645,30041050,"CLOXACILLIN IN CAPSULES, INJECTIONS ETC.",0.01,0,0.01,0,12.07
2646,30041090,OTHER MDCMNTS CNTNG PENCLLNS/DRVTVS THROF WITH A PENCLLNC ACID STRCTR/STRPTMYCNS OR THEIR DERVATIVS PUT UP FOR RETALE SA,11.36,0.0029,1.72,0.0003,-84.89
2647,30042011,CEFAZOLIN,0.58,0.0001,,,
2648,30042012,"CEPHALEXIN - FORMULATIONS THEREOF, IN CAPSULES ETC.",,,,,
2649,30042013,"CIPROFLOXACINE- IN CAPSUL,TBLTS FORM ETC",0.24,0.0001,0.05,0,-77.97
2650,30042019,OTHER CEPHALOSPORINS AND THEIR DERIVATIVES,18.47,0.0047,92.85,0.0151,402.79
2651,30042020,SULFONAMIDES AND COTRIMOXAZOLE,0.12,0,0.06,0,-55.18
2652,30042033,CIPROFLOXACIN (FLUOROQUINOLONES),0.05,0,0,0,-97.22
2653,30042034,OFLOXACIN,0.01,0,,,
2654,30042039,OTHER FLUOROQUINOLONES,0.38,0.0001,0.35,0.0001,-8.06
2655,30042041,CHLORTETRACYCLINE,,,,,
2656,30042049,OTHER TETRACYCLINE,0.32,0.0001,0.84,0.0001,162.64
2657,30042061,"ERYTHROMYCIN IN CAPSULES,INJECTIONS, OINTMENTS ETC.",0.12,0,0.03,0,-74.05
2658,30042063,CLARITHROMYCIN,0.05,0,0.03,0,-48.01
2659,30042064,AZITHROMYCIN,0.04,0,0.87,0.0001,"2,008.50"
2660,30042069,OTHER MACROLIDE,0,0,0.04,0,"2,646.15"
2661,30042070,CEFADROXIL,,,,,
2662,30042091,ISONIAZID,,,0,0,
2663,30042093,PYRAZINAMIDE,,,,,
2664,30042095,CLINDAMYCIN,4.91,0.0012,6.27,0.001,27.77
2665,30042096,VANCOMYCIN,0.01,0,0.25,0,"3,203.90"
2666,30042097,POLYMYXIN B AND COLISTIN,,,0,0,
2667,30042099,OTHR MEDICAMENT CONTAINING OTHR ANTIBIOTICAND PUT UP FOR RETAIL SALE,18.23,0.0046,20.14,0.0033,10.5
2668,30043110,INSULIN INJECTION,207.18,0.0525,214.01,0.0349,3.3
2669,30043190,OTHER MEDICAMENTS CONTAINING INSULIN,3.39,0.0009,4.1,0.0007,21.02
2670,30043200,"MEDICAMENTS CONTAINING CORTICOSTEROID HORMONES, THEIR DERVATIVEANDSTRUCTURAL ANALG",2.7,0.0007,5.09,0.0008,88.78
2671,30043911,PITUITARY HORMONES,0.5,0.0001,0.29,0,-42.95
2672,30043912,PREDNISOLONE,9.1,0.0023,10.32,0.0017,13.42
2673,30043913,DEXAMETHASONE,0,0,0.04,0,"9,250.00"
2674,30043919,OTHER PROGESTOGEN AND OESTOGEN GROUP,2.35,0.0006,2.54,0.0004,8.34
2675,30043921,GONADOTROPHINS,2.46,0.0006,4.53,0.0007,83.69
2676,30043922,LUTEINISING HORMONE,,,,,
2677,30043990,OTHER GONADOTROPHINS AND LUTEINISING HORMONE,31.86,0.0081,36.76,0.006,15.36
2678,30044100,CONTAINING EPHEDRINE OR ITS SALTS,0,0,,,
2679,30044200,CONTAINING PSEUDOEPHEDRINE (INN) OR ITS SALTS,,,,,
2680,30044910,ATROPIN AND SALTS THEREOF,0.01,0,0.42,0.0001,"3,561.40"
2681,30044920,CAFFEIN AND SALTS THEREOF,0,0,1.21,0.0002,"80,466.67"
2682,30044930,"CODEINE AND DERIVATIVES, WITH OR WITHOUT EPHIDRINE HYDROCHLORIDE",0.21,0.0001,,,
2683,30044940,"ERGOT PREPARATIONS, ERGOTAMINE AND SALTS THEREOF",0.08,0,,,
2684,30044990,OTHER,3.49,0.0009,11.56,0.0019,230.87
2685,30045010,HEAMATINICS AND ERYTHROPOIETIN,0.64,0.0002,1.05,0.0002,64.02
2686,30045020,MINERAL AND PARENTERAL NUTRITIONAL SPPLMNTS/CONTNG CALSIUM SLTS WTH VTMN IN TABLTS ETC,0.01,0,0.02,0,365.38
2687,30045031,"TABLETS,CAPSULES,SYRUP ETC OF VITAMIN A INCLD) EXCEPT SALVES OINIMNTS AND VACCINES",,,,,
2688,30045032,PREPARATION OF VITAMIN B1AND B2ANDSALT THAEROF,0.01,0,1.48,0.0002,"19,910.81"
2689,30045035,"VITAMIN C IN TABLETS, SYRUP ETC SALVES OINTMENTS AND VA",0.03,0,,,
2690,30045036,"VITAMIN D IN TABLETS, CAPSULES, SYRUP ET",0.08,0,,,
2691,30045037,"VITAMIN E IN CAPS.TABS,SYRUP ETC",,,0,0,
2692,30045039,"OTHER AMINO ACID/ PROTEIN PREPN. WITH / WITHOUT VITAMINS,SPIRULINA AND THE LIKE.",3.68,0.0009,0.35,0.0001,-90.49
2693,30045090,OTHERS PUT UP FOR RETAIL SALE,1.32,0.0003,2.38,0.0004,80.37
2694,30046000,"OTHER, CONTAINING ANTIMALARIAL ACTIVE PRINCIPLES DESCRIBED IN SUBHEADING NOTE 2 OF CHAPTER 30",0.01,0,0,0,-98.21
2695,30049011,MEDICAMENTS OF AYURVEDIC SYSTEM,2.51,0.0006,2.1,0.0003,-16.53
2696,30049014,HOMEOPATHIC MEDICINE,27.51,0.007,33.26,0.0054,20.88
2697,30049015,MEDICAMENTS OF BIO-CHEMIC SYSTEM,4.07,0.001,5.31,0.0009,30.42
2698,30049022,METRONIDAZOLE-FORMULATIONS SINGLE AND IN COMBINATION WITH FURAZOLIDONE AND DILOXANIDE FUROATE.,0.27,0.0001,0.15,0,-43.79
2699,30049024,SECNIDAZOLE,0.1,0,0.02,0,-84.36
2700,30049029,OTHER ANTHELMINTICS DRUGS;ANTIAMOEBIC AND OTHER ANTIPROTOZOAL/ANTIFUNGAL DRUGS,5.93,0.0015,18.83,0.0031,217.3
2701,30049031,"PROMETHAZINE, CHLORPHENIRAMINE, ASTEMIZOLE AND CETEIRIZINE",0,0,0,0,-66.67
2702,30049032,"SODIUM BICARBONAT, MAGNSM HYDROXID, MAGNSMCARBONAT,MAGNSIUM TRISILICAT, ALUMINIUM HYDROXIDE GEL,MAGALDARAT",1.3,0.0003,1.75,0.0003,34.77
2703,30049033,"CIMETIDINE, RANTIDINE, NIZATIDINE AND R ROXATIDINE",0.08,0,0,0,-97.38
2704,30049034,OMEPRAZOLE AND LANSOPRAZOLE,0.01,0,0.02,0,60.98
2705,30049035,"DICYCLOMINE, METOCLOPRAMIDE AND DEXAME THASONE AND ONDANSETRON",0.01,0,0.01,0,-40.38
2706,30049036,CHENODIOL AND URSODIOL,0,0,,,
2707,30049039,"OTHER ANTINISTANINICS ,ANTACIDS,ANTIULCER,ANTIEMITICS AND OTHER GASTOINTESTINAL DRUGS",3.77,0.001,1.01,0.0002,-73.21
2708,30049042,"METHOTREXATE, 5-FLUOROURACIL(5-FU) AND FTORAFUR",0.04,0,0,0,-99.26
2709,30049043,BINCRISTINE AND VINBLASTINE,0,0,,,
2710,30049044,PACLITAXEL AND DOCETAXEL,0.27,0.0001,0.88,0.0001,227.73
2711,30049045,ETOPOSIDE,,,0.01,0,
2712,30049046,ACTINOMYCIN D DACTINOMYCIN AND DOXORUBICIN,0.29,0.0001,0.4,0.0001,35
2713,30049047,"L-ASPARAGINASE, CISPLATIN AND CARBOPLATIN",0.43,0.0001,0.96,0.0002,123.85
2714,30049049,OTHER ANTICANCER DRUGS,37.67,0.0096,32.9,0.0054,-12.68
2715,30049051,ISONIAZID,,,0,0,
2716,30049052,RIFAMPICIN,,,,,
2717,30049053,PYRAZINAMIDE AND ETHAMBUTOL,,,,,
2718,30049055,"DAPSONE (DDS), ACEDAPSONE (DADDS), SOLOPSONE AND CLOFAZIMINE",6.08,0.0015,7.99,0.0013,31.56
2719,30049056,"CHLOROQUINE, AMODIAQUINE, MEFLOQUINE, QUININE, CHLOROGUAMIDE, PYRIMETHAMINE",0.22,0.0001,,,
2720,30049057,OTHER ANTITUBERCULAR DRUGS,18.03,0.0046,3.57,0.0006,-80.23
2721,30049059,OTHER ANTIMALARIAL DRUGS,0.27,0.0001,0,0,-99.93
2722,30049061,ANALGIN WITH OR WITHOUT OTHER COMPOUNDS SUCH AS PARACETAMOL,0.02,0,0.37,0.0001,"1,831.58"
2723,30049062,ACETYL SALICYLIC ACID (ASPIRIN) AND FORMULATIONS THEREOF,0,0,,,
2724,30049063,IBUPROFEN WITH OR WITHOUT PARACETAMOL OR OTHER COMPOUNDS,0.26,0.0001,0.16,0,-41.23
2725,30049065,INDOMETHACIN,0.01,0,0.16,0,"1,860.71"
2726,30049067,"KETOROLAC, NIMESULIDE, NABUMETONE AND NEFOPAM",0.13,0,0,0,-99.47
2727,30049069,"OTHER NONSTEROIDAL ANTIINFLAMATORY, ANALGESTICS AND ANTIPYRATIC DRUGS",0.64,0.0002,4.12,0.0007,547.35
2728,30049071,"CAPTOPRIL, ENALAPRIL, LISINOPRIL, PERINDOPRIL AND RAMIPRIL",0.62,0.0002,0,0,-99.94
2729,30049072,"VERAPAMIL, NIFEDIPINE, AMLODIPINE AND LACIDIPINE",0,0,0.1,0,"19,440.00"
2730,30049073,LOSARTAN,,,0,0,
2731,30049074,"PROPRANOLOL, METOPROLOL, ATENOLOL AND LABETALOL",0,0,,,
2732,30049075,"PRAZOSIN, TERAZOSIN, PHENTOLAMINE AND PHENOXYBENZAMINE",4.02,0.001,4.08,0.0007,1.38
2733,30049076,"CLONIDINE, METHYLDOPA",0,0,0,0,50
2734,30049077,"HYDRALAZINE, MINOXIDIL AND DIAZOXIDE",0.01,0,,,
2735,30049079,OTHER ANTIHYPERTENSIVE DRUGS,0.5,0.0001,0.25,0,-50.87
